item_key,doi,year,journal,title
NPMDXXAM,10.12968/bjon.1995.4.12.717,1995,British Journal of Nursing,Why I will not vote to change Rule 12
NQHFDRMW,10.1037/amp0000122,2017,American Psychologist,Incorporating the cultural diversity of family and close relationships into the study of health.
NQSDBX4T,10.1057/978-1-137-60246-6_13,2017,Heath and Thatcher in Opposition,Conclusion – Heath and Thatcher in Opposition
NSESITFN,10.1111/j.1540-4560.1985.tb00856.x,1985,Journal of Social Issues,Mediator Behavior and the Settlement of Collective Bargaining Disputes in Britain
NSZQ6XNS,10.5694/j.1326-5377.1987.tb133618.x,1987,Medical Journal of Australia,Multiply‐resistant             <i>Staphylococcus aureus</i>             in a hospital affected by industrial d
NVNDQWHX,10.32469/10355/45858,,,Coping with work-family conflict: an examination of work-family help-seeking behavior in both organizational a
NWAJN9EV,10.1002/nur.4770080306,1985,Research in Nursing &amp; Health,Policy perspectives on newspaper reports of nurse strikes
NXBWXIUB,10.1086/210357,1999,American Journal of Sociology,"Challenging the Liberal Nation‐State? Postnationalism, Multiculturalism, and the Collective Claims Making of M"
NXEMKITG,10.1037/apl0000077,2016,Journal of Applied Psychology,"Initial Impressions:  What They Are, What They Are Not, and How They Influence Structured Interview Outcomes"
P2EJHKWD,10.1080/02564719808530192,1998,Journal of Literary Studies,“Volcano needing constant watching”: South African white labour and socialist culture 1900–1924
P2FZIGTM,10.1006/exeh.1999.0716,1999,Explorations in Economic History,"Cross-Border Unions: Internationals in Canada, 1901–1914"
P48CCT7N,10.5373/jardcs/v12i3/20201196,2020,Journal of Advanced Research in Dynamical and Control System,Determinants of Tax Compliance among Individual Tax Payers in Malaysia
P5KHQFR4,10.7748/nm.4.9.22.s10,1998,Nursing Management,Nursing militancy
P7UA6VHK,10.1177/1046496420959446,2020,Small Group Research,"When Can Negativity Mean Success? Gender Composition, Negative Relationships and Team Performance"
P83HW6G9,10.1136/bmj.h5572,2015,BMJ,Thousands of junior doctors march against new contract
PAKHZ7SI,10.1093/ilj/13.1.212,1984,Industrial Law Journal,Solving the Strike Problem: Part II of the Trade Union Act 1984
PC8RWX2U,10.1177/002218568502700302,1985,Journal of Industrial Relations,"Industrial Legislation and the Rise of Employer Associations, 1890-1906"
PCMUD9T9,10.1080/10455759409358585,1994,Capitalism Nature Socialism,Labor and environment in Spain: Interview with Joaquin Nieto∗
PD7VII76,10.1097/00008483-200607000-00062,2006,Journal of Cardiopulmonary Rehabilitation,CARDIO THORACIC IMPROVEMENT TEAM
PEBSF4DJ,10.1146/annurev-psych-033020-123501,2022,Annual Review of Psychology,Quantum Cognition
PF6M3F39,10.3828/lhr.2016.8,2016,Labour History Review,"The Forgotten Strike: Equality, Gender, and Class in the Trico Equal Pay Strike"
PGJQI42D,10.54648/cola2018033,2018,Common Market Law Review,Re-embedding the transnational employment relationship: A tale about the limitations of (EU) law?
PHE75278,10.1056/nejm197907263010407,1979,New England Journal of Medicine,New Ministers and New Ideas — Changes at the General Medical Council — Defying a Postal Strike
PHHM7EHQ,10.1177/095892879300300305,1993,Journal of European Social Policy,Current Social Policy Developments in the Czech and Slovak Republics
PHUHX28C,10.1037/0882-7974.12.2.376,1997,Psychology and Aging,Stress of parent care: Positive and negative effects of women's other roles.
PKKNJW2N,10.4324/9781315193106-9,2018,Performance Art in the Second Public Sphere,From a local to a national to a transnational public sphere
PN96Q4D5,10.1258/095148407782219049,2007,Health Services Management Research,Expectations and realities of student nurses' experiences of negative behaviour and bullying in clinical place
PQ9SSAF9,10.2224/sbp.2016.44.2.209,2016,Social Behavior and Personality: an international journal,"Cognitive Diversity, Alertness, and Team Performance"
PQUREAKR,10.1108/s0742-332220180000039009,2018,Behavioral Strategy in Perspective,Hierarchical Sensing and Strategic Decision-Making
PRC5I84X,10.1007/bf02316850,1987,Atlantic Economic Journal,"Import penetration and strike activity in manufacturing, 1961–77"
PRIKJ9C8,10.1057/9780230610033_9,2007,Trade Unions and the Coming of Democracy in Africa,Conclusion: Trade Unions and Democratization in Africa
PTQIMFDQ,10.1097/nna.0000000000000706,2019,JONA: The Journal of Nursing Administration,"An Exploratory, Descriptive Study of Nurse Leaders’ Personal and Work Experiences During Union Negotiations an"
PTQVGHSH,10.3109/10826088109039180,1981,International Journal of the Addictions,A Brief Research Note Concerning Nonmedical Detoxification Rates During the 1978 Manitoba Beer and Liquor Stri
PTT9DJ5F,10.1080/03056248108703477,1981,Review of African Political Economy,The Nigerian general strike of 1981
PUK6DMKK,10.25172/smulr.22.4.4,1968,Southwestern Law Journal,Public Policy and the Law Relation to Collective Bargaining in the Public Service
PVVW4ZWK,10.1176/appi.ps.55.2.188,2004,Psychiatric Services,The Impact of an Employees' Strike on a Community Mental Health Center
PWII8GI2,10.1016/0002-9343(92)90044-c,1992,The American Journal of Medicine,Effect of two French nurses' strikes on mortality in a geriatric hospital
PXFFGWKH,10.1037/apl0001100,2023,Journal of Applied Psychology,The forgotten side of empowering others: How lower social structural                         empowerment atten
Q6TNRBBA,10.1515/bejeap-2018-0149,2019,The B.E. Journal of Economic Analysis &amp; Policy,A Psychometric Investigation of the Personality Traits Underlying Individual Tax Morale
Q8N9P2V9,10.7560/706378-008,2005,The Community Forests of Mexico,Chapter 6: Empowering Community-Based Forestry in Oaxaca: The Union of Forest Communities and Ejidos of Oaxaca
Q8WSSHRJ,10.1177/002218569703900102,1997,Journal of Industrial Relations,Understanding Indonesian Industrial Relations in the 1990s
Q8X852AG,10.7748/ns.30.20.33.s42,2016,Nursing Standard,Turn our backs on the doctors and we should expect to be next
QBJAH5HM,10.2224/sbp.2005.33.4.391,2005,Social Behavior and Personality: an international journal,TEAM COMPOSITION AND LEARNING BEHAVIORS IN CROSS-FUNCTIONAL TEAMS
QDN2BPIS,10.1080/15017419.2012.667000,2013,Scandinavian Journal of Disability Research,Motivating and discouraging factors with being a support contact in the dementia care sector: a grounded theor
QE3WPU2H,10.14452/mr-057-05-2005-09_3,2005,Monthly Review,Privatization at Gunpoint
QG9KNWF5,10.1037/apl0000994,2022,Journal of Applied Psychology,Revisiting meta-analytic estimates of validity in personnel selection: Addressing systematic overcorrection fo
QIKA8ZHZ,10.48550/ARXIV.1904.13341,2019,,Learning Fair Representations via an Adversarial Framework
QJ5NP8X4,10.1097/00005110-200212000-00002,2002,JONA: The Journal of Nursing Administration,Living With a Union Contract
QPCTWC8W,10.1037/apl0000406,2019,Journal of Applied Psychology,Content validation guidelines: Evaluation criteria for definitional correspondence and definitional distinctiv
QQTVHBJZ,10.1080/09595237900185061,1979,Regional Studies,Work stoppages in the humberside sub-region: A case study in regional strike-proneness
QTJQA9SB,10.1016/0001-8791(89)90010-9,1989,Journal of Vocational Behavior,Sources of work-family conflict among two-career couples
QUZIBXFC,10.1037/0882-7974.9.3.391,1994,Psychology and Aging,Predictors and outcomes of elder-care-based interrole conflict.
QVFWDGP8,10.1016/b978-012373985-8.00082-9,2008,"Encyclopedia of Violence, Peace, &amp; Conflict",Industrial Versus Preindustrial Forms of Violence
QVH4UV3D,10.4324/9781315712468-27,2018,The Routledge Handbook on Spaces of Urban Politics,Organizing the ruins
QX9FFCKI,10.1111/j.1365-2648.1992.tb01934.x,1992,Journal of Advanced Nursing,Striving for safety: experiences of nurses in a hospital under siege
QXXUKX8H,10.1037/cap0000194,2019,Canadian Psychology / Psychologie canadienne,"Spotlight on graduate education, research, and professional training in psychology."
R36HVIED,10.12968/bjon.1995.4.14.833,1995,British Journal of Nursing,Professional accountability and industrial action: contradictory or compatible?
R8QGEHJD,10.1353/nar.2005.0021,2005,Narrative,Jane Austen's Aesthetics and Ethics of Surprise
RAPVVXH2,10.65030/idr.08019,2010,Individual Differences Research,The Phenomenology of the Impostor Phenomenon
RBGB2T3H,10.1007/bf00991385,1976,Research in Higher Education,A collective bargaining election: Issues and faculty voting behavior
RBM736EE,10.1017/cbo9780511619793.010,2008,Selected Works of Michael Wallerstein,POSTWAR TRADE-UNION ORGANIZATION AND INDUSTRIAL RELATIONS IN TWELVE COUNTRIES
RC8AU9V3,10.1007/bf00782745,1990,Social Psychiatry and Psychiatric Epidemiology,The effect of a nurses' industrial action on psychiatric hospital admissions
RCCRNH9E,10.1057/9780230503779_4,2005,"Politics and the Irish Working Class, 1830–1945","Working Women, Trade Unionism and Politics in Ireland, 1830–1945"
RCWUEXJ8,10.7916/D8BK1QX5,2017,,Care and Community Empowerment: Coalition-Building Between Home Care Workers and Disability Rights Activists
REXJM4EA,10.1353/jsh/28.3.565,1995,Journal of Social History,"From Cossack to Trooper: Manliness, Police Reform, and the State"
REXTBRX2,10.2190/d84r-jfte-xwhx-qje3,1982,Journal of Collective Negotiations in the Public Sector,THE IMPACT OF PROPOSITION 13 ON PUBLIC EMPLOYEE RELATIONS: THE CASE OF LOS ANGELES
RJD8HJHC,10.1016/0736-4679(91)90424-e,1991,The Journal of Emergency Medicine,Nurses — The right to strike?
RJJ5ZDSA,10.1037/apl0000202,2017,Journal of Applied Psychology,Workplace status: The development and validation of a scale.
RM8UZIQU,10.1037/apl0000051,2016,Journal of Applied Psychology,Explaining the link between objective and perceived differences in groups: The role of the belonging and disti
RQEHQ8FQ,10.1177/002218568402600302,1984,Journal of Industrial Relations,Industrial Militancy among Elite Workers in High Technology Industries: Victorian Power Station Operations
RQG2NNWT,10.4337/9781782549796.00024,2015,Research Handbook on Transnational Labour Law,The right to take collective action: Prospects for change in European Court of Justice case law in light of Eu
RRMRPJ6D,10.1353/csd.2019.0056,2019,Journal of College Student Development,Cross-Socioeconomic Class Friendships Can Exacerbate Imposturous Feelings Among Lower-SES Students
RT79D8AV,10.4324/9780429461736-3,2018,Trade Unions,Larger Organizations Of Trade Unions
RTXXV3RJ,10.1016/s0313-5926(12)50017-2,2012,Economic Analysis and Policy,Endogenous Norm Formation Over the Life Cycle – The Case of Tax Morale
RVDGXJ8C,10.1136/bmj.i193,2016,BMJ,From the picket line: junior doctors speak out
RW4Q3DAT,10.1353/isia.2013.a810230,2013,Irish Studies in International Affairs,"Ireland, Europe and the Provision of Food Aid to Poland 1980-81"
RXEC2Q79,10.1515/9781400869718,2015,,"Anarchists of Andalusia, 1868-1903"
RXQT35WS,10.3138/chr-051-02-03,1970,Canadian Historical Review,The Winnipeg General Strike Collective Bargaining and the One Big Union Issue
RZN4KMGJ,10.1300/j083v24n01_08,1995,Journal of Gerontological Social Work,Japan and the United States Struggle with Who Will Care for Our Aging Parents When Caregivers Are Employed
S4H3QRAS,10.2202/1935-1682.2277,2010,The B.E. Journal of Economic Analysis &amp; Policy,Causes of Caregiver Turnover and the Potential Effectiveness of Wage Subsidies for Solving the Long-Term Care 
S5D56F52,10.1177/003682377704100109,1977,Science &amp; Society: A Journal of Marxist Thought and Anal,"Black Miners in Western Pennsylvania, 1925-1931: The National Miners Union and the United Mine Workers of Amer"
S6IQIDB5,10.1017/9781108610070.031,2019,The Cambridge Handbook of U.S. Labor Law for the Twenty-Firs,The Central Role of the Right to Strike
S7JH64GH,10.3167/isr.2018.330102,2018,Israel Studies Review,The 1956 Strike of Middle-Class Professionals
S8U47GGF,10.1097/00005110-200210000-00002,2002,JONA: The Journal of Nursing Administration,Vulnerability Audits
S94X7R7M,10.1007/978-981-16-0953-4_98,2021,"Smart Innovation, Systems and Technologies",Economic and Legal Determinants of Strike Actions
S9IPHK2J,10.4018/978-1-59904-000-4.ch082,2008,Encyclopedia of E-Collaboration,The Role of Leadership in Virtual Teams
SAIN855G,10.1177/0734371x8500500203,1985,Review of Public Personnel Administration,"Collective Bargaining, Interest Arbitration, and the Delivery of Police Services"
SGSINQN3,10.4324/9780429453526-11,2019,British Trade Unions and Industrial Politics,Social Democracy and Anti-Communism: Allan Flanders and British Industrial Relations in the Early Post-war Per
SJERWMFQ,10.1080/02589349308704990,1993,Politikon,"The origins and activity of the workers' defence committee, KOR: 1976–1980"
SJW9N7UM,10.1093/geront/34.3.378,1994,The Gerontologist,Caregiving and Employment: Competing or Complementary Roles?
SKCKRZ9R,10.1921/81146,2008,Social Work and Social Sciences Review,Is it all bad? Rewards and challenges of mothering children with hidden disabilities
SKG2GHTR,10.1111/j.1467-954x.1996.tb00443.x,1996,The Sociological Review,"Persistent Militants and Quiescent Comrades: Intra-Industry Strike Activity on the Docks, 1947–89"
SKT6FUW9,10.1521/jscp.2010.29.7.821,2010,Journal of Social and Clinical Psychology,Aspects of Self-Concept and Eating Disorder Recovery: What Does the Sense of Self Look Like When an Individual
SMBSGS5H,10.2139/ssrn.1100581,2007,SSRN Electronic Journal,Does Conflict Shatter Trust or Does Trust Reduce Conflict in Teams? Revisiting the Relationships between Team 
SMMB7IVS,10.31979/etd.rq5m-56qg,,,Effects of Telework and Remote Management on Job Performance Outcomes
SMQE76AK,10.1017/s0714980800005845,1996,Canadian Journal on Aging / La Revue canadienne du vieilliss,"Caught in the Triangle: The Influence of Home, Work and Elder Location on Work-Family Balance"
SNR24M6J,10.1002/dev.420250603,1992,Developmental Psychobiology,"Visual discrimination and recognition of facial expressions of anger, fear, and surprise in 4‐ to 6‐month‐old "
SNS53B49,10.13169/workorgalaboglob.13.1.0172,2019,"Work Organisation, Labour &amp; Globalisation",Divided we stand: reasons for and against strike participation in Amazon's German distribution centres
SR8Q64GN,10.1108/s1479-367920150000028017,2016,Annual Review of Comparative and International Education 201,Two Worlds Apart in Botswana’s Education System: Lessons from the 2010 Examinations Crisis
SRUWIDCA,10.3828/lhr.2018.2,2018,Labour History Review,"The General Strike as a Weapon of Peace: British Socialists, the Labour Movement, and Debating the Means to Av"
SSABE7VF,10.4337/9781847207203.00006,2007,Tax Compliance and Tax Morale,What do we Know About Tax Morale and Tax Compliance?
SSBRKDA2,10.1037/0021-9010.66.1.113,1981,Journal of Applied Psychology,Effect of flexible working hours on employee satisfaction and performance: A field experiment.
SU7GKIP5,10.4018/ijcbpl.2017010103,2017,"International Journal of Cyber Behavior, Psychology and Lear",Social Media Sites Use Intensity and Job Burnout Among the U.S. and Thai Employees
SV375BCM,10.1006/obhd.2000.2908,2000,Organizational Behavior and Human Decision Processes,Deception and Retribution in Repeated Ultimatum Bargaining
SWIS8AXX,10.1177/019251396017003002,1996,Journal of Family Issues,"Workplace Support, Child Care, and Turnover Intentions among Employed Mothers of Infants"
SWSSUFIX,10.1111/j.1541-0072.1975.tb01539.x,1975,Policy Studies Journal,EMERGING BASES FOR COLLECTIVE BARGAINING BY COLLEGE AND UNIVERSITY FACULTY
SZTKWSZ7,10.1016/s0002-8223(21)14280-4,1974,Journal of the American Dietetic Association,Implications of the 1974 Taft-Hartley amendments
T3BBN8C8,10.1007/978-3-642-53971-8_56,2015,Hb25_Springer Handbook of Marine Biotechnology,Marine Biomaterials in Therapeutics and Diagnostic
T3NUAN78,10.53841/bpscpf.2012.1.232.36,2012,Clinical Psychology Forum,Throwing down the diversity gauntlet
T3UWBBJF,10.1177/002234338201900204,1982,Journal of Peace Research,Non-Violence and the Strike Movements in Poland
T4HGUT2U,10.1097/00005110-200211000-00001,2002,JONA: The Journal of Nursing Administration,Nurse Manager Role in Labor Contract Negotiations
T76IQDQE,10.7748/ns.28.48.32.s42,2014,Nursing Standard,The RCN stance on nurses’ pay sees to have hit stony ground
T8RJGWCU,10.7748/ns.29.10.9.s7,2014,Nursing Standard,Second pay strike set to be bigger as further action adds to pressure
T9896IJI,10.1037/0021-9010.66.1.113,1981,Journal of Applied Psychology,Effect of flexible working hours on employee satisfaction and performance: A field experiment.
T9W8DFJ4,10.1086/646673,1993,Infection Control &amp; Hospital Epidemiology,Nonincreased Risk of Nosocomial Infection During a 22-Day Housekeeping Personnel Strike in a Tertiary Hospital
TA9IC2VV,10.3138/cpp.35.1.99,2009,Canadian Public Policy,The Impact of Anti-Temporary Replacement Legislation on Work Stoppages: Empirical Evidence from Canada
TEXBNGIK,10.1177/0734371x9801800205,1998,Review of Public Personnel Administration,SPALR Student Paper
TH3R6DKI,10.1111/j.1467-9914.1989.tb00153.x,1989,LABOUR,Democracy and Trade Union Action: A Comparative Overview
THGKAZ5P,10.1037/0021-9010.67.2.214,1982,Journal of Applied Psychology,A field test of some attitudinal and behavioral consequences of flexitime.
TJ3KI7HG,10.17918/00009273,,,The impact of telecommuting on the work outcomes of professionals
TJQH2S5X,10.1017/s0033291700019875,1984,Psychological Medicine,The effect of a mental hospital strike on general hospital psychiatric services
TKPDSWRS,10.4324/9780429453526-12,2019,British Trade Unions and Industrial Politics,Social Democracy and Anti-Communism: Allan Flanders and British Industrial Relations in the Early Post-war Per
TKX7TFWK,10.7748/ns.7.51.51.s61,1993,Nursing Standard,One minute wisdom
TNQCWZ3T,10.1201/9781315163963-72,2017,New Trends in Process Control and Production Management,Effect of personality traits (BFI-10) and gender on self-perceived innovativeness
TPIEJ65G,10.48550/ARXIV.2009.09435,2020,arXiv,Exploring the Linear Subspace Hypothesis in Gender Bias Mitigation
TQ4C47SD,10.1136/bmj.i2431,2016,BMJ,Mark Porter interview: the government will realise its mistake
TRB9E3XH,10.1016/s0140-6736(84)90038-2,1984,The Lancet,DEATH RATES AND THE 1983 DOCTORS' STRIKE IN ISRAEL
TUB59CFW,10.1086/690968,2017,Critical Historical Studies,Conflict and Consensus: The Steel Strike of 1959 and the Anatomy of the New Deal Order
TZDIN45P,10.1080/14760401.2009.496609,2009,Journal of Commonwealth Law and Legal Education,THE REPRESSIVE FACE OF LAW TO STRIKE IN NIGERIA: HOPE FOR INDUSTRIAL PEACE?
TZV5PKBV,10.1136/bmj.i2237,2016,BMJ,Junior doctors’ strike: which side’s reach exceeds its grasp?
U3JXG6G4,10.1177/002218568002200102,1980,Journal of Industrial Relations,Aspects of Compulsory Intervention in Australia and Israel
U54SBWI2,10.12968/bjon.1995.4.10.555,1995,British Journal of Nursing,Report: RCN to drop ban on industrial action
U5DCCXFR,10.1097/00005110-197505000-00011,1975,JONA: The Journal of Nursing Administration,Strike With Honor
U6VGGJK4,10.1016/0885-2014(93)90003-n,1993,Cognitive Development,Trick or treat: Children's understanding of surprise
U99EXNEF,10.1017/s0034670500032770,1967,The Review of Politics,The Trade Disputes and Trade Unions Act of 1927: The Aftermath of the General Strike
UAUJKE2S,10.1093/milmed/120.3.177,1957,Military Medicine,Disaster Did Strike
UCZEPTVN,10.1093/sw/28.2.142,1983,Social Work,"Social Workers, Strikes, and Service to Clients"
UD5C9NXM,10.1016/j.jamcollsurg.2021.07.681,2021,Journal of the American College of Surgeons,Imposter Syndrome in Surgical Trainees: Clance Imposter Phenomenon Scale Assessment in General Surgery Residen
UD5FRTVK,10.1108/s0742-618620160000023006,2016,Advances in Industrial and Labor Relations,From a Culture of Silence to a Culture of Insurgence: Black Employee Voice in South Africa over Half a Century
UDZWBDPI,10.1163/24714607-bja10175,2025,Journal of Labor and Society,Labor’s Struggle under Fordist and Post-Fordist Industrial Relations Systems in the 20th and the 21st Centurie
UF8TR4RF,10.1111/j.1540-4560.1996.tb01582.x,1996,Journal of Social Issues,The Role of Employers in Addressing the Needs of Employed Parents
UGR5CV8P,10.1080/00140139508925125,1995,Ergonomics,Attitudes towards unions as predictors of actual strike behaviour
UI33RDE2,10.12968/bjcn.2017.22.6.265,2017,British Journal of Community Nursing,Time to make nursing the number one priority
UJ4BXQXD,10.1007/978-94-007-0380-3_10,2010,Impact of Network Ethics on Business Practices,The FairWear Campaign: An Ethical Network in the Australian Garment Industry
UKW5GZ94,10.1097/00005110-197501000-00012,1975,JONA: The Journal of Nursing Administration,Alternatives to the Strike in Collective Bargaining
UM95C486,10.1007/bf02686785,1991,Current Psychology,The effects of parental alcoholism on perception of control and imposter phenomenon
UNHPAKRA,10.4324/9781315081120-9,2017,"Class, Caste and Color",Wolseley's great strike
UNR2TRH7,10.3828/lhr.2014.2,2014,Labour History Review,"Old Wine in New Bottles? Syndicalism and ‘Fakirism’ in the Great Labour Unrest, 1911-1914"
UNR49JES,10.2139/ssrn.1421867,2010,SSRN Electronic Journal,Fluid Tasks and Fluid Teams: The Impact of Diversity in Experience and Team Familiarity on Team Performance
UPCPCUIR,10.1097/jom.0000000000000475,2015,Journal of Occupational &amp; Environmental Medicine,Recovery Processes During and After Work
UPMUFX2Z,10.4324/9781315224350-13,2019,Impasse and Grievance Resolution,Public Employee Bargaining Laws and the Propensity to Strike: Case of the Public School Teachers
UT2XNF3D,10.47772/ijriss.2024.8120108,2025,International Journal of Research and Innovation in Social S,Challenges of Minimum Wage Implementation and Management in the Nigerian Public Sector a Game Theory Analysis
UVQ26VM2,10.5244/c.35.74,2021,Proceedings of the British Machine Vision Conference 2021,Mitigating Bias in Visual Transformers via Targeted Alignment
UXETV45X,10.1093/oxfordjournals.alcalc.a044791,1988,Alcohol and Alcoholism,ALCOHOL EDUCATION: THE ROCKY ROAD AHEAD
UZBKW5TV,10.1136/bmj.i181,2016,BMJ,Calm down everyone: Keogh’s action is not explosive stuff
V29QMJNJ,10.1093/acprof:oso/9780199583119.003.0013,2012,Ulster Since 1600,"Labour and Society, 1780–1945"
V2UG97FN,10.1086/221532,1954,American Journal of Sociology,"""Strike-Proneness"" and Its Determinants"
V3X5TFDN,10.3406/cea.1972.2765,1972,Cahiers d'études africaines,Problems of Initiating Industrial Labour in Preindustrial Community.
V4428N8W,10.1001/jama.1978.03290080026004,1978,JAMA: The Journal of the American Medical Association,Strikes by House Staff
V552Q7JN,10.1145/3308558.3313723,2019,The World Wide Web Conference,On Convexity and Bounds of Fairness-aware Classification
V56658HB,10.1026/0932-4089/a000281,2018,Zeitschrift für Arbeits- und Organisationspsychologie A&amp;,Problem-Specific Coaching Interventions Influence Goal Attainment via Double-Loop Learning
V5GU78Q9,10.4135/9781483386874.n72,2017,The SAGE Encyclopedia of Industrial and Organizational Psych,Compressed Workweek
V6AQF3HV,10.1353/pla.2022.0005,2022,portal: Libraries and the Academy,Collaborating to Remove Barriers to Success
V7E5Q5UV,10.1353/pla.2017.0004,2017,portal: Libraries and the Academy,Addressing Psychosocial Factors with Library Mentoring
VAKTJXAK,10.1057/9781137304483_13,2013,New Forms and Expressions of Conflict at Work,Striking Out in America: Is There an Alternative to the Strike?
VBH9CX4U,10.2139/ssrn.3319676,2019,SSRN Electronic Journal,Enhancing the Wisdom of the Crowd With Cognitive Process Diversity: The Benefits of Aggregating Intuitive and 
VCJ7HXNT,10.1037/0021-9010.93.1.225,2008,Journal of Applied Psychology,Unlocking the effects of gender faultlines on team creativity: Is activation the key?
VDXE5PW3,10.1111/j.1467-9485.1970.tb00497.x,1970,Scottish Journal of Political Economy,THE FUTURE ROLE OF THE LAW
VE4PP7W3,10.3828/lhr.2013.12,2013,Labour History Review,"‘A difficult and peculiar section’: Provincial Bus Company Workers, 1934-47"
VE6JW2EN,10.1177/019251398019003003,1998,Journal of Family Issues,Available But Not Accessible
VEK7TBGB,10.1037/apl0000124,2016,Journal of Applied Psychology,The struggle with employee engagement: Measures and construct clarification using five samples.
VF4C8TZ3,10.1007/s10979-007-9096-6,2008,Law and Human Behavior,A large-scale meta-analysis relating the Hare measures of psychopathy to antisocial conduct.
VG9JSWVK,10.1097/00000446-199703000-00066,1997,American Journal of Nursing,The Power of Unity
VGPD4U47,10.2190/2mtf-pgjd-xvt7-xtej,1982,Journal of Collective Negotiations in the Public Sector,"TEACHERS' ATTITUDES TOWARD UNIONS, WORKING CONDITIONS, AND STRIKES FOLLOWING AN ILLEGAL STRIKE IN THE SOUTHWES"
VGVP7FAT,10.1515/mks-2015-980104,2015,Monatsschrift für Kriminologie und Strafrechtsreform,"Steuerhinterziehung: steigende Moral, weniger Verfahren, mehr Verurteilte?"
VHKBXP8B,10.1353/ncf.2006.0022,2006,Nineteenth-Century French Studies,The Fabric of Gender: Working-Class Culture in Third Republic France (review)
VJB5UCJN,10.1097/00005110-200406000-00002,2004,JONA: The Journal of Nursing Administration,Arbitration: A Final Step in the Dispute Resolution Process
VKIAJFQ7,10.1515/9783110857788,1992,,Labour Relations in a Changing Environment
VKJN68QP,10.1136/bmj.e6018,2012,BMJ,Hunt's team at the Department of Health includes doctor who left BMA over strike
VKV4Q67S,10.1179/ita.1984.4.1.93,1984,The Italianist,"Dynamics and Consequences of an Italian Industrial Conflict (FIAT, October 1980): A Sociological Analysis"
VNDCU2FH,10.1215/15476715-2410903,2014,Labor,"A “New Dealized” Grand Old Party: Labor and the Emergence of Liberal Republicanism in Minneapolis, 1937 – 1939"
VNF5W6S8,10.5860/choice.47-0954,2009,Choice Reviews Online,Management rewired: why feedback doesn't work and other surprising lessons from the latest brain science
VPK2F9A5,10.1177/002218569303500205,1993,Journal of Industrial Relations,Tribunal Policy and Dispute Settlement: The Nurses' Case 1986-87
VPQPJSTC,10.1080/00185868.1991.9948448,1991,Hospital Topics,Female Healthcare Managers and the Glass Ceiling
VQIXV5IK,10.20529/ijme.2012.079,2012,Indian Journal of Medical Ethics,IMA strike: need for public debate
VQWGHBTE,10.1177/002218568702900201,1987,Journal of Industrial Relations,Australian Strike Activity in an International Context: 1964-85
VUXRH2CJ,10.1136/bmj.i4821,2016,BMJ,"Junior doctors’ strike next week is suspended, BMA announces"
VVFFF272,10.1017/cbo9781107282018.004,2015,Africa and World War II,African Labor in the Making of World War II
VWWRWSSI,10.1177/002218567601800204,1976,Journal of Industrial Relations,"Penal Clauses in Labour Relations Legislation: The Case of the British Industrial Relations Act, 1971-74"
VX9Z4Z5B,10.1177/002218567501700303,1975,Journal of Industrial Relations,Shop Committees in the New South Wales Railways
VXDA6AX8,10.2190/7p07-t0ma-g7rv-u7hc,1976,Journal of Collective Negotiations in the Public Sector,IMPACT OF STRIKE REMEDIES IN PUBLIC SECTOR COLLECTIVE BARGAINING
VZ5WPDTB,10.3138/cpp.2016-055,2018,Canadian Public Policy,Invisible Young Women and Public Policy in Ontario
VZJMPBVJ,10.1080/03056240500120976,2005,Review of African Political Economy,Class &amp; protest in Africa: New waves
W27CI3MR,10.1145/3394231.3397900,2020,12th ACM Conference on Web Science,Gender Classification and Bias Mitigation in Facial Images
W2GICCTH,10.1177/088610998600100104,1986,Affilia,The Anti-Institution Movement and Women Caregivers
W2KXPE88,10.1108/md.2007.00145fab.001,2007,Management Decision,Management Decision news
W3DP3IT2,10.1145/3535511.3535517,2022,XVIII Brazilian Symposium on Information Systems,An Overview on the Use of Adversarial Learning Strategies to Ensure Fairness in Machine Learning Models
W3EHENS6,10.54648/taxi2022012,2022,Intertax,Trust or Power: Improving Tax Compliance by Self-Employed Professionals
W5D5FZJA,10.11124/jbies-22-00086,2022,JBI Evidence Synthesis,Interventions to address impostor phenomenon: a scoping review protocol
W5QSF5AJ,10.1136/bmj.d5673,2011,BMJ,Bahraini doctors start hunger strike over arrests and trials in military court
W7TZDSJ6,10.1353/hjr.2013.0007,2013,The Henry James Review,Henry James’s Syntax of Surprise
W82AVJUW,10.1057/9781137309341_14,2013,From Stress to Wellbeing Volume 2,"Family-Responsive Interventions, Perceived Organizational and Supervisor Support, Work-Family Conflict, and Ps"
W8ZRDZJP,10.1037/apl0000821,2021,Journal of Applied Psychology,A meta-analysis of the effectiveness of the after-action review (or debrief) and factors that influence its ef
W9PKVDWF,10.12711/tjbe.2020.13.1.0139,2020,Turkish Journal of Business Ethics,The Impact of the Financial Cost of Caring for Greying on Emotional Exhaustion in the Workplace: The Mediating
WCE34MDB,10.1016/s0190-7409(99)00034-1,1999,Children and Youth Services Review,Concept-mapping the challenges faced by foster parents
WDSJDH6V,10.1177/103841119403200203,1994,Asia Pacific Journal of Human Resources,A Memorable Year: A Review of Australian Industrial Relations in 1993
WFK7T3W4,10.1007/978-3-030-02053-8_174,2018,Advances in Intelligent Systems and Computing,"Survey on the Influence of Managing Strikes, Industrial Manifestation for Industrial Harmony in Nigeria"
